imo,dwt
9650729,65311
9650755,78173
9650767,95666
9650779,181387
9650781,181415
9650793,95584
9650808,95707
9650822,61425
9650834,61436
9650860,81813
9650872,81711
9650925,61353
9650937,61413
9651034,61410
9651072,209869
9651280,74940
9651553,81545
9651565,44508
9651577,43376
9651589,43318
9651591,43419
9651606,43336
9651618,43325
9651620,47154
9651632,47154
9651644,47150
9651656,49281
9652131,57239
9652507,82908
9652545,77040
9652557,55923
9652569,55889
9652571,82293
9652583,82293
9652882,49118
9652894,49053
9652909,50937
9653185,63477
9653692,52891
9653795,63301
9653836,176482
9653850,180010
9654189,44945
9654191,44945
9654206,44952
9654218,44926
9654751,186300
9654763,186300
9654799,186300
9654804,187882
9655767,47100
9655822,81870
9656010,57783
9656084,64689
9656096,63756
9656175,87264
9656400,74936
9656412,74940
9657105,73541
9657416,74952
9657777,63200
9657789,63200
9658056,82620
9658068,82620
9658680,82938
9658874,77525
9658886,76500
9658898,55317
9658903,55317
9658915,77211
9658927,91073
9658939,91073
9658941,56013
9658953,55973
9658965,60436
9658977,55178
9658989,55178
9658991,90839
9659000,97355
9659232,81394
9659696,180000
9659737,45556
9659749,45566
9659751,45556
9659763,81568
9659775,81667
9659828,95711
9659830,95349
9659842,95766
9659854,181371
9659866,181387
9659919,61393
9660023,181381
9660085,61403
9660097,61430
9660516,81855
9660528,81855
9660530,81864
9660542,81855
9660554,81855
9660566,81628
9660578,81712
9660592,57905
9660607,57903
9660619,57936
9660621,57924
9660633,69385
9660645,70707
9661091,76201
9661106,76117
9661211,87146
9661223,87150
9661871,176460
9662318,66622
9662409,176247
9662447,74702
9662758,75981
9662760,76005
9662904,75331
9662916,75380
9662928,75403
9662930,75347
9662942,75331
9662954,75331
9663099,63326
9663104,63308
9663116,63273
9663128,63325
9663178,56721
9663180,56716
9663233,63672
9663245,63601
9663312,60195
9663336,76000
9663348,76433
9663350,76432
9663362,76000
9663623,63351
9663635,63353
9663752,76150
9663764,76124
9664873,181389
9664952,75999
9664964,76102
9665360,81221
9665542,63238
9665554,63351
9665920,104939
9665932,82937
9666027,63273
9666039,63291
9666041,63233
9666053,63233
9666273,82213
9666285,82237
9666510,78228
9666522,78175
9666649,56531
9667095,81600
9667112,81600
9667306,95719
9667332,95717
9667356,88887
9667368,77060
9667411,207851
9667435,61424
9667447,61448
9667459,61467
9667746,52333
9667758,52199
9667899,56064
9668051,55905
9668063,55725
9668283,53762
9668348,181380
9668386,61377
9668398,61444
9668403,61398
9668879,81922
9668881,81922
9668893,81922
9668908,57903
9668910,57964
9668922,57964
9669330,76079
9669342,76089
9669378,62985
9669380,62996
9669392,63023
9669407,62982
9669720,47083
9670054,209804
9670066,209523
9670092,48573
9670731,43479
9670743,43413
9670755,43433
9670767,43494
9670779,43482
9670781,43532
9670808,75409
9670810,75366
9670846,56451
9670901,63434
9670925,63385
9671802,82061
9671814,82053
9671826,82052
9671838,82047
9671931,179492
9672040,63155
9672052,63151
9672507,56425
9672870,75397
9673147,209708
9673202,78162
9673501,47304
9673513,75378
9673525,75610
9673604,50477
9673757,74957
9673783,81120
9673795,81187
9673812,206378
9673824,81056
9673836,81070
9673848,206292
9674218,55464
9675212,104903
9675262,82172
9675274,82063
9675456,77888
9675468,77880
9675597,77116
9675602,77128
9675614,89006
9675626,95575
9675638,181513
9675640,181370
9675652,207872
9675664,207819
9675676,181600
9675688,181412
9675743,61442
9675755,61413
9675767,61346
9675779,61323
9675781,61411
9675937,216656
9675949,216461
9675951,179492
9676084,55780
9676101,57896
9676113,81922
9677325,58089
9677337,58054
9677375,81129
9677387,81128
9677583,48662
9678329,61485
9678472,83789
9678484,84970
9678795,206118
9678800,206010
9678812,206048
9678824,208003
9679062,48679
9679074,48558
9679139,58609
9679282,56025
9679385,56533
9679660,85066
9679672,85066
9679799,77102
9680360,78080
9681467,209635
9681493,60218
9681508,60225
9681546,63351
9681950,80446
9681962,80446
9682758,99323
9682837,55793
9682849,63883
9682851,104819
9682863,82150
9682930,77239
9682942,181336
9682954,181394
9682966,95570
9683104,207842
9683128,61309
9683130,61384
9683245,181015
9683257,180960
9683269,181015
9683271,180959
9683439,61657
9683441,61648
9684134,75321
9684213,63301
9684225,63301
9684469,61097
9684471,61114
9685487,181098
9685621,57775
9685633,57501
9686273,82072
9686314,181119
9686326,181119
9686546,63567
9686558,63567
9687069,50409
9687071,55967
9687083,55975
9687095,55978
9687100,56104
9687112,56104
9687124,81344
9687162,62841
9687174,62841
9687186,81841
9687203,55828
9687215,62915
9687227,76180
9687239,77211
9687655,57835
9687679,81842
9687681,81842
9687693,81842
9687708,81027
9687710,81048
9687722,81798
9687734,81798
9687746,45418
9687758,57835
9687760,57835
9687837,81014
9687849,81084
9687851,81084
9688219,66643
9688221,66637
9688635,62770
9688647,62657
9688972,64965
9689172,61556
9689184,61517
9689677,179033
9689689,179232
9689691,179177
9689706,178923
9689811,81094
9689823,81001
9689835,81022
9689847,81084
9690133,63567
9690509,55865
9690511,55820
9691034,40600
9691046,40652
9691395,76833
9691400,76822
9691412,63518
9691424,63486
9691436,63800
9691515,77160
9691527,88994
9691539,88909
9691553,181513
9691565,95527
9691577,77126
9691589,77126
9691618,61392
9691620,61292
9691814,63500
9691929,207562
9691931,207562
9691943,207562
9691955,207562
9692650,55794
9692662,60263
9692674,60263
9692686,61090
9692698,60915
9692703,55757
9692715,60317
9692727,55757
9692818,179911
9692820,179998
9693185,63500
9693197,63500
9693202,63294
9693214,63276
9693355,55793
9693381,180364
9693408,82004
9693410,82031
9693422,82086
9693551,179655
9693563,179656
9693575,179655
9693587,179656
9693757,81119
9693769,81055
9693771,81600
9694488,78056
9694490,77997
9694921,87665
9694933,87665
9694945,87665
9695030,262062
9695092,262037
9696046,179189
9696058,179337
9696096,179428
9696101,179406
9696113,179354
9696400,81600
9696412,81600
9696424,63800
9696436,63458
9696448,63519
9696450,63413
9696462,63466
9696474,63459
9696515,63159
9696527,63167
9696747,208006
9696759,208021
9696785,61630
9696797,61617
9696905,93682
9696917,93770
9697868,81938
9697870,81938
9697959,78020
9698185,61252
9698197,61252
9698226,84849
9698238,84849
9698305,63155
9698317,63243
9698329,63153
9698587,63334
9698599,63319
9698795,63122
9698800,63042
9698850,80635
9698862,80635
9698874,81061
9698941,62653
9698953,62690
9698965,181060
9698977,181060
9698989,180986
9699036,63531
9699165,60550
9699177,60550
9699270,63605
9699282,63655
9699294,63658
9699311,63556
9699323,63549
9699335,63577
9699347,63537
9699359,63495
9699361,63548
9699373,63529
9699440,63500
9699634,207562
9699701,179300
9699842,61146
9699854,61146
9699880,63280
9699892,63280
9700043,63542
9700055,63514
9700067,63493
9700081,63197
9700122,63616
9700134,63707
9700146,63667
9700158,250005
9700160,250015
9700172,250063
9700184,207560
9700196,63628
9700328,63203
9700330,63118
9700354,55869
9700421,63500
9700586,58175
9700653,63458
9700665,63399
9700677,63458
9700689,63283
9700782,61271
9700809,51068
9700823,207472
9700835,207529
9700859,63241
9700861,63351
9700873,61311
9700885,61274
9701152,77113
9701164,77095
9701176,180560
9701188,181214
9701190,61229
9701205,61286
9701308,81043
9701310,81004
9701322,182486
9701334,182472
9701346,182481
9701358,182610
9701360,63696
9701372,63731
9701700,60075
9701712,60033
9701803,50891
9701815,50969
9701827,51007
9701920,63247
9701932,63800
9702479,211135
9702481,211135
9702493,63800
9702508,63800
9702510,63608
9702522,63527
9702534,182496
9702546,182511
9702558,209749
9702560,209878
9702572,182476
9702584,182476
9702596,80866
9702601,80839
9702649,262214
9702651,262158
9702687,180940
9702699,180940
9702704,81952
9702716,81917
9702728,57902
9702730,57902
9702778,81922
9702998,48614
9703083,149680
9703095,149989
9703100,149737
9703112,149738
9703239,180940
9703241,180940
9703514,63301
9703576,63262
9703588,63226
9703590,63339
9703605,63410
9703643,60948
9703655,60494
9703849,49128
9703851,49132
9703863,49102
9703875,48972
9703887,48972
9703899,49064
9704087,186300
9704099,186300
9704104,187888
9704116,187882
9704829,63500
9704831,63294
9704843,63500
9704855,63275
9705110,63459
9705122,63496
9705134,181008
9705146,61614
9705158,61559
9705160,61571
9705172,61571
9705287,61200
9705299,61593
9705304,61590
9705316,61115
9705328,63371
9705330,63371
9705342,63314
9705354,81732
9705366,81838
9705421,55404
9705976,63166
9705988,63334
9706322,48662
9706346,47172
9706360,44131
9706530,81947
9706542,81960
9706554,82044
9706566,82023
9706774,82042
9706786,82045
9707053,43984
9707065,43961
9707364,63446
9707417,63518
9707546,207451
9707584,63301
9707625,57836
9707637,57836
9707649,63411
9707651,63516
9707675,63559
9707687,63997
9707699,63997
9708162,63562
9708174,63553
9708318,78182
9708320,78184
9708332,85001
9708540,81922
9708590,151335
9708605,151151
9708631,151207
9708643,151061
9708746,58078
9708758,58052
9708904,57689
9708916,57811
9708942,57593
9708954,57593
9708966,57517
9708978,64012
9708980,81828
9708992,81870
9709001,81820
9709506,262582
9709518,262205
9709520,263166
9709532,262781
9710036,57586
9710048,57559
9710139,81070
9710141,81086
9710505,63541
9710517,63581
9710529,63526
9710531,63540
9710543,81800
9710555,81800
9710567,82052
9710579,81800
9710581,82057
9710593,82025
9710608,82108
9710658,82091
9710660,82121
9710751,104945
9710763,104780
9710787,77134
9710799,77134
9710892,61122
9711133,82019
9711145,82028
9711286,61300
9711298,61208
9711315,61320
9711327,61292
9711420,61612
9711432,61631
9711444,61622
9711925,81005
9711937,81001
9712151,62235
9712163,63266
9712175,63261
9712199,63462
9712204,63483
9712216,63415
9712486,84867
9712498,84867
9712503,63564
9712515,63507
9712668,207555
9712670,207939
9712682,209529
9712694,61258
9712709,61200
9712888,61450
9712890,61456
9712905,61411
9712917,61411
9712931,61415
9712943,61408
9712955,55837
9712967,60435
9712979,60417
9713040,209172
9713052,209172
9713064,209114
9713076,209325
9713387,63320
9713416,61286
9713428,77154
9713430,77095
9713442,207532
9713454,207362
9713466,61290
9713478,61330
9713480,61268
9713492,61339
9713791,84883
9713806,81938
9713818,81938
9713909,77157
9713911,84694
9713923,95591
9713935,77079
9713947,61236
9713959,61166
9713961,61320
9714240,207562
9714355,179505
9714666,63340
9714678,63310
9714680,63371
9714692,61258
9714707,61286
9714719,61305
9714721,61305
9714733,60414
9714745,60425
9714800,61171
9714812,61200
9715311,75337
9715323,75479
9715438,81886
9715440,81886
9715452,81886
9715464,181056
9715476,181215
9715488,181056
9715490,180874
9715799,60897
9715804,60897
9715816,60319
9715828,60916
9715830,60935
9715842,60935
9715854,60916
9716028,81323
9716030,81315
9717060,58045
9717072,58074
9717163,81610
9717175,81604
9717333,81073
9717345,81112
9717395,180487
9717400,180499
9717424,77998
9717436,77998
9717486,63270
9717498,63270
9717589,63481
9717591,63481
9717632,179455
9717682,81600
9717694,81117
9717709,81565
9717981,81212
9718002,81061
9718014,81053
9718026,81056
9718038,81080
9718131,63590
9718143,63590
9718155,63615
9718167,63590
9718179,63511
9718181,63503
9718193,180025
9718208,180025
9718210,180377
9718222,180387
9718234,180544
9718337,63800
9718351,209177
9718363,209249
9718375,209331
9718387,209190
9718571,63389
9718583,63476
9718624,55183
9718636,55183
9718686,82036
9718698,82043
9718739,81565
9718909,63478
9718911,63523
9718961,82048
9718973,82055
9718985,81800
9718997,81966
9719537,81253
9719549,81262
9719551,81272
9719563,81198
9719575,81237
9719587,81252
9719666,63500
9719903,181062
9719915,181066
9719927,181020
9719939,181055
9719941,181062
9720017,63301
9720043,61066
9720055,61007
9720067,61022
9720079,61026
9720225,66652
9720299,63008
9720304,63027
9720316,63491
9720328,63526
9720548,43310
9720847,63153
9720926,82048
9720952,63572
9720964,63571
9720976,63656
9720988,63498
9721011,179129
9721023,179167
9721035,179179
9721061,63607
9721073,63606
9721308,63654
9721310,63587
9721322,63685
9721334,63638
9721360,63657
9721487,180355
9721499,180228
9721671,179549
9721683,179667
9721865,207520
9721877,207520
9721932,63574
9721982,63650
9721994,63629
9722003,63679
9722015,63389
9722041,63277
9722053,63277
9722065,63388
9722106,149989
9722118,149733
9722338,63490
9722364,179258
9722376,179258
9722388,179258
9722417,180491
9722429,180513
9722948,209513
9722950,209545
9722962,119613
9722974,119612
9723045,63127
9723057,63127
9723136,81922
9723148,81922
9723150,209956
9723162,209817
9723174,182419
9723186,182443
9723215,63800
9723459,57719
9723502,181010
9723514,181043
9723526,181046
9723538,181044
9723540,181003
9723617,81277
9723629,81167
9723631,81210
9723643,81600
9723655,81600
9723849,82094
9723851,82084
9723887,180784
9723899,206938
9723904,206752
9723916,206752
9723980,63570
9723992,63592
9724001,63488
9724178,55468
9724180,82056
9724192,82014
9724362,174634
9724635,209090
9724647,208931
9724659,208931
9724661,208827
9724740,63056
9724752,63057
9724764,63025
9724776,63073
9724829,250342
9724831,250327
9724867,181094
9724996,62466
9725005,62466
9725017,62466
9725029,62466
9725445,55543
9725457,60456
9725469,60463
9725471,60438
9725548,58099
9725550,58091
9725574,66613
9725586,66636
9725732,63532
9725744,63452
9725885,43389
9725897,43457
9725902,43477
9725914,43459
9725938,60652
9725940,45963
9725952,45995
9726023,60629
9726035,60678
9726047,60629
9726059,179505
9726229,60280
9726231,60259
9726243,60269
9726255,59914
9726267,59914
9726413,62964
9726425,63023
9726437,62971
9726449,63046
9726504,63253
9726516,63099
9726528,81547
9726530,81651
9726566,63456
9726578,63456
9726762,81011
9726774,182571
9726798,300660
9726803,300630
9727041,76404
9727053,55702
9727065,81841
9727091,85066
9727106,85066
9727118,76180
9727120,75800
9727132,60618
9727144,60618
9727156,81841
9727168,60436
9727170,100172
9727182,60063
9727273,51063
9727297,61285
9727302,88881
9727314,77105
9727326,77111
9727352,207219
9727405,61286
9727417,61299
9727429,81759
9727431,57814
9727443,57814
9727455,57823
9727467,81773
9727479,81773
9727596,80943
9727601,80959
9727637,63356
9727649,63261
9727651,63366
9727663,63413
9727974,81200
9727986,81200
9728124,81846
9728136,81845
9728150,57859
9728162,57859
9728174,81839
9728186,81845
9728198,81791
9728203,81791
9728215,81791
9728447,100316
9728629,81183
9728655,63377
9728667,63411
9728679,63392
9728681,63376
9729025,63027
9729166,179405
9729178,179445
9729180,179611
9729192,179444
9729207,179481
9729219,179510
9729312,81499
9729324,81502
9729348,60948
9729350,60900
9729362,60309
9729477,63462
9729489,63800
9729544,63166
9729556,63166
9729568,62958
9729738,80236
9729740,80344
9729790,46380
9729831,63338
9729867,47214
9729879,81111
9729881,81145
9729893,81149
9729908,81193
9729910,61436
9729922,61491
9730206,58648
9730218,58721
9730220,58634
9730232,58623
9730244,58608
9730256,58595
9730268,58593
9730270,58624
9730397,180683
9730402,180740
9730438,61251
9730452,63510
9730816,81301
9730828,81364
9730830,81334
9730842,81278
9731183,81920
9731195,81920
9731224,45474
9731236,45474
9731248,57587
9731365,61580
9731391,43367
9731406,43343
9731432,207810
9731444,207765
9731456,207709
9731468,207812
9731470,207526
9731535,55474
9731573,209200
9731585,209243
9731602,209096
9731614,208942
9731705,61288
9731717,61288
9731767,250292
9731779,262000
9731822,81060
9731834,81031
9731846,81069
9731896,63564
9731901,63601
9731975,63522
9731987,63495
9731999,46116
9732008,46096
9732010,46207
9732022,47327
9732058,44096
9732060,44148
9732072,44144
9732084,44069
9732149,57945
9732151,57981
9732163,57955
9732187,63516
9732199,63456
9732400,63469
9732412,63483
9732424,63531
9732943,63446
9732955,63244
9733193,48648
9733258,40481
9733260,40481
9733272,40481
9733284,40481
9733313,56802
9733600,77835
9733612,79933
9734501,48891
9734563,63323
9734575,63213
9734719,81774
9734721,81781
9734733,81782
9734745,81781
9734757,81779
9734769,81781
9734989,63800
9734991,63800
9735000,63800
9735012,63800
9735024,85022
9735098,61452
9735103,61530
9735115,63500
9735127,61530
9735153,209537
9735165,209472
9735177,209475
9735189,209551
9735191,209546
9735775,300660
9735799,63437
9735804,63369
9735816,63398
9735828,63301
9735830,63409
9735842,63268
9735945,63473
9736066,58071
9736080,60492
9736157,63301
9736169,63301
9736286,82082
9736341,80994
9736353,80954
9736640,63335
9736664,66585
9736729,206810
9736731,206990
9736925,182625
9736949,182618
9736951,182651
9737060,60297
9737072,60155
9737084,60155
9737125,58112
9737357,63083
9737369,63194
9737589,82053
9737591,82056
9737606,81966
9737618,82018
9737620,46177
9737632,46126
9737644,47676
9737694,63580
9737709,63593
9737711,63435
9737814,209988
9737826,209900
9737838,182620
9737840,182503
9738026,82039
9738038,82068
9738040,82013
9738052,82099
9738129,178332
9738131,178332
9738143,178361
9738155,178438
9738208,63205
9738210,63132
9738222,85015
9738337,60456
9738349,60404
9738454,61620
9738466,61613
9738492,63464
9738507,63497
9738519,63464
9738521,63498
9738753,61313
9738789,77119
9738791,77113
9738806,95522
9738818,84872
9738820,61186
9738832,181070
9738844,181050
9738856,181126
9738868,181160
9738870,61328
9738911,61297
9738923,61315
9738935,61321
9738947,61177
9738959,61263
9738961,61266
9739018,181319
9739020,81715
9739032,81756
9739240,179318
9739496,80235
9739563,82006
9740067,63455
9740079,63577
9740081,63547
9740093,63525
9740108,63442
9740110,63432
9740122,63647
9740134,63579
9740146,63554
9740158,63481
9740809,84947
9740811,84956
9740823,85020
9740835,83789
9740902,60475
9741293,77998
9741322,46011
9741334,45904
9741346,47727
9741358,47676
9741360,47566
9741504,63474
9741516,63442
9741528,63800
9741530,63473
9741566,48897
9741578,48940
9741580,48924
9741762,250379
9741774,250345
9741786,250380
9741798,250381
9742209,180007
9742235,63212
9742247,63270
9742455,45474
9742651,63671
9742663,63671
9742728,209240
9743150,180503
9743162,180478
9743174,180521
9743198,180512
9743239,63229
9743265,180960
9743277,180922
9743289,180882
9743291,181146
9743306,55444
9743318,55444
9743320,55374
9743332,55408
9743588,63438
9743590,63472
9743617,63132
9743980,81346
9744051,63800
9744063,63296
9744075,63338
9744087,63263
9744104,63318
9744398,261761
9744415,261761
9744520,63371
9744984,81886
9744996,81886
9745081,66168
9745172,47554
9745184,47554
9745598,58068
9745938,209756
9745940,209801
9746009,61491
9746023,61452
9746035,61473
9746102,66545
9746695,81769
9746700,81712
9746712,81870
9746798,63403
9746803,63222
9747297,81129
9747302,81058
9747390,60508
9747405,60446
9747417,60425
9747429,60411
9747467,55863
9747508,63409
9747510,63413
9747522,63244
9747534,63424
9747546,77872
9747558,77927
9747613,55476
9747687,63372
9747754,85025
9747766,85009
9747778,260840
9747780,261084
9747792,261085
9747807,261088
9747869,181074
9747871,181162
9747883,180981
9747895,180967
9747948,181249
9747950,181259
9747962,181305
9748021,88847
9748033,84860
9748045,84858
9748069,61225
9748071,61255
9748083,61181
9748095,207219
9748100,207469
9748124,61250
9748239,63592
9748241,63518
9748368,61250
9748370,61286
9748423,61301
9748459,61263
9748461,61298
9748473,61219
9748485,61241
9748497,61254
9748693,208329
9748708,208384
9748722,55857
9748734,60436
9748746,90781
9748758,55867
9748760,60280
9748784,81783
9748825,75052
9748837,63414
9748849,63408
9749245,60309
9749257,60309
9749269,60309
9749295,85035
9749300,84992
9749312,85031
9749726,66637
9749738,66637
9749829,81677
9749855,81676
9749867,81645
9749879,250460
9749893,81691
9749908,81691
9749910,81629
9749922,100325
9750036,63323
9750048,63379
9750309,82039
9750311,82055
9750402,208963
9750438,63530
9750440,63530
9750490,63355
9750816,182598
9750828,182631
9750830,182644
9750919,211182
9750921,211171
9750933,211081
9750945,211084
9750957,211153
9750971,180000
9750983,180000
9751004,180005
9751016,180003
9751028,180008
9751119,179424
9751224,63016
9751248,63007
9751327,63573
9751339,63562
9751341,63475
9752151,82084
9752199,210950
9752383,81011
9752412,63584
9752424,63654
9752591,44972
9753296,40064
9753351,180668
9753569,260911
9753571,261064
9753583,261052
9753595,261046
9754903,41607
9754915,41536
9754991,63140
9755464,57381
9755476,57381
9755804,81788
9755816,81788
9756224,207721
9756236,207566
9756248,207765
9756626,60447
9756743,181221
9756901,81093
9756925,81115
9757008,60263
9757010,60238
9757022,60238
9757034,60238
9757175,208014
9757589,208926
9757591,208864
9757785,84806
9757826,61084
9757838,181218
9757890,61645
9757905,209461
9757917,209473
9757929,61302
9757931,61299
9758129,60294
9758131,55779
9758143,60437
9758363,57809
9758387,81786
9758399,81855
9758404,81802
9758416,81802
9758428,81777
9758430,81761
9758442,81855
9758454,81756
9758466,81828
9758480,81824
9758492,81824
9758571,81600
9758583,81108
9758648,207392
9758650,207389
9758662,207241
9758715,81361
9758727,81361
9758739,81691
9758741,61213
9758765,51024
9758868,61242
9758870,61150
9758882,61269
9759331,49020
9759678,63558
9759680,63558
9759953,180008
9759965,180011
9759977,209954
9759989,210036
9760043,66609
9760055,66653
9760067,60432
9760079,60437
9760081,60172
9760093,60461
9760108,60481
9760110,60457
9760122,60386
9760158,60402
9760160,60430
9760471,117549
9760677,58044
9761322,57420
9761334,57269
9762364,63505
9762376,63505
9762596,81835
9762601,81835
9762845,60495
9762857,60479
9763875,61458
9763887,61447
9763904,81227
9763916,81232
9763980,57523
9763992,57523
9764001,81914
9764025,81805
9764037,81774
9764049,81800
9764051,57679
9764063,57679
9764075,81791
9764087,81791
9764099,81837
9764104,64071
9765598,63948
9765603,63948
9765706,81039
9765718,81067
9766906,64942
9766918,64928
9766920,64793
9766932,64794
9766944,82198
9766956,90794
9767065,60498
9767077,60445
9767089,182342
9767170,50879
9767182,50879
9767405,210000
9767455,88909
9767467,88888
9767479,84790
9767481,61188
9767493,61214
9767508,181265
9767510,181267
9767522,181221
9767534,63520
9767558,63590
9767560,63374
9767572,63435
9767584,61254
9767766,60472
9767778,60447
9767845,48500
9767857,48500
9767895,47751
9767900,48500
9768019,81668
9768045,62601
9768227,81247
9768239,81270
9768605,81109
9768758,210000
9770543,66439
9770555,66455
9770567,81789
9770581,215790
9770634,81783
9770892,49512
9770907,49512
9770919,49512
9771016,57795
9771092,60170
9771262,89482
9771298,89499
9771315,43959
9771327,45226
9772503,49120
9772515,48922
9772864,82215
9773832,49212
9774264,84904
9774276,84790
9774288,84790
9774290,84790
9774317,88915
9774329,63440
9774331,63449
9774355,63520
9774367,182981
9774379,182981
9774434,60550
9774446,60550
9774458,60279
9774460,62487
9774472,85001
9774484,85003
9774496,85005
9774848,63156
9774850,63165
9775086,81603
9775139,63465
9775141,63507
9775177,63347
9775373,60696
9775385,60360
9775854,60513
9778416,207672
9778430,207647
9780134,80962
9780146,80962
9780158,81190
9780603,61693
9780615,61632
9780976,57819
9780988,64012
9780990,64012
9781009,64012
9781023,81765
9781035,81818
9781073,64043
9781085,64043
9781683,66560
9781695,66485
9781700,66614
9781712,66529
9781956,55885
9781968,60245
9781970,82003
9781982,87605
9781994,59450
9782003,59450
9782015,55175
9782027,82170
9782039,100165
9782118,81704
9782156,81672
9782168,81630
9782170,81626
9782182,81718
9782209,84808
9782247,63452
9782259,63405
9782261,61133
9782297,208747
9782302,183123
9782314,63476
9782326,63590
9782338,63498
9782340,63377
9782352,63427
9782364,63463
9782625,60192
9782649,60236
9782948,63479
9783136,81864
9783148,81858
9783150,81858
9783318,209935
9783954,81717
9783978,57763
9784362,81895
9784374,81895
9785354,84850
9785366,84850
9785603,81886
9785615,81886
9786035,76377
9787974,55472
9788100,63386
9788679,61272
9788681,61272
9789805,55802
9789817,85005
9789829,85005
9789831,85003
9789843,83870
9789855,84703
9789867,82204
9789879,82204
9789881,82204
9789893,60243
9789908,60501
9789910,61175
9789922,55175
9789946,93500
9790816,81638
9790828,81632
9790830,63415
9790842,63452
9790854,63490
9790866,63533
9790878,208788
9790880,208745
9790919,84808
9790921,63511
9790933,63482
9791901,63503
9791913,51052
9791975,63461
9791987,63467
9791999,63396
9792022,60293
9792034,60288
9792058,81788
9792424,57681
9792436,57687
9792448,63742
9792450,63747
9792462,64043
9796561,80982
9796573,81018
9796949,61569
9796951,61588
9796999,61411
9797008,61438
9797682,61225
9797694,61245
9797709,43673
9798832,80982
9798844,80979
9798856,80962
9799616,60384
9799628,60388
9799630,60424
9799707,55946
9799719,82008
9799721,82008
9799733,55819
9799745,55773
9799757,55683
9799769,55683
9799771,60063
9799783,81856
9799800,62623
9799812,92049
9799939,45429
9800398,61195
9800635,60362
9801172,63490
9801196,81611
9801201,81630
9801213,208662
9801237,49608
9801249,63602
9801299,63532
9801304,63529
9801316,63504
9801342,208699
9801706,63878
9801718,63878
9801720,63878
9802085,183194
9802097,183049
9802102,183026
9802114,207800
9802126,250362
9802205,81874
9802217,81834
9802243,63913
9802255,63939
9802267,64012
9802308,63963
9802322,63926
9803340,81837
9803352,81828
9804552,60466
9804564,81944
9804588,82049
9804590,82010
9805647,60396
9805659,60396
9805661,60396
9805673,60396
9805702,82079
9805714,55420
9805752,62472
9805764,62472
9805788,84625
9805790,84625
9806110,66504
9806354,63496
9806768,61281
9806770,61228
9806782,61255
9806873,398595
9806885,399000
9806897,399000
9806902,398453
9806976,399000
9806988,399999
9806990,398411
9807023,399213
9807035,399363
9807047,399251
9807059,398437
9807061,397933
9807695,398997
9807700,399095
9807724,399252
9807736,399116
9807748,399172
9810953,49608
9810965,49608
9810977,49720
9811036,81588
9811048,81607
9811490,50412
9811529,62587
9811531,87091
9811543,53199
9811555,60492
9811878,55710
9811907,63472
9811945,63430
9811957,63386
9812482,61310
9812494,61298
9812602,50655
9815202,399438
9815214,399294
9815238,399214
9815939,87091
9816555,208660
9816579,88899
9816581,183230
9817511,61266
9817523,61222
9817535,61221
9817559,60514
9817561,82076
9819985,60803
9820661,82200
9820685,97570
9820697,60360
9820867,208564
9820879,182930
9820893,88876
9820934,63551
9820958,63406
9820960,63532
9820972,63386
9822255,326107
9822267,326031
9824978,62356
9825520,82071
9825532,82025
9826433,62625
9826471,93478
9826483,60407
9826495,91957
9826500,81690
9826811,88869
9826823,63519
9826835,63434
9827231,101847
9827516,82052
9827528,82000
9828857,82061
9828869,82012
9828924,82083
9828948,82084
9830056,81618
9830068,81200
9832640,63514
9832652,63562
9832664,63512
9832676,63562
9832690,63517
9832705,63386
9834129,187335
9835068,81723
9835070,81738
9835941,82024
9835953,82012
9835965,81800
9836385,81692
9836426,81704
9837286,82069
9837298,81944
9839064,63466
9840790,61212
9841160,81200
9841172,81112
9845257,81200
9855501,81600
9856139,81187
9739525,300000
9739537,300000
9749881,250194
9770593,243450
9783320,209000
9796298,207000
9796303,207000
9806914,399000
9806926,398383
9807009,398351
9807011,399149
9807750,399277
9815226,399402
9822279,326031
9824033,324690
9824045,325000
9832731,208520
9832913,180000
9832925,180000
9832975,208624
9834131,187000
9835874,180000
9837315,180667
9839014,182983
9839026,207600
9844540,208000
9845128,325000
9839002,243377
9855202,211138
9796315,207000
9837327,180682
9806964,398407
9844590,208445
9842712,208132
9832987,208000
9853711,180803
9802138,250000
9839038,207600
9759991,182000
9835886,180000
9838838,108000
9770608,240000
9738571,206000
9842724,208000
9844552,208000
9844605,208000
9870147,182900
9835898,180000
9847061,180000
9861380,180000
9838840,108000
9806940,398441
9845142,325452
9758674,207000
9851294,208603
9748112,208572
9849318,207992
9870161,182820
9760005,182646
9847073,180000
9849320,208000
9844069,325000
9861768,208000
9849239,208000
9806938,400000
9844564,208000
9847243,183200
9860477,182900
9869514,187000
9869526,187000
9824057,325000
9806952,400000
